Date,Year,Quarter,Month,Month Name,Week,Day,Day of Week,Is Weekend
2016-10-31,2016,4,10,October,44,31,Monday,0
2016-11-01,2016,4,11,November,44,1,Tuesday,0
2016-11-02,2016,4,11,November,44,2,Wednesday,0
2016-11-03,2016,4,11,November,44,3,Thursday,0
2016-11-04,2016,4,11,November,44,4,Friday,0
2016-11-05,2016,4,11,November,44,5,Saturday,1
2016-11-06,2016,4,11,November,44,6,Sunday,1
2016-11-07,2016,4,11,November,45,7,Monday,0
2016-11-08,2016,4,11,November,45,8,Tuesday,0
2016-11-09,2016,4,11,November,45,9,Wednesday,0
2016-11-10,2016,4,11,November,45,10,Thursday,0
2016-11-11,2016,4,11,November,45,11,Friday,0
2016-11-12,2016,4,11,November,45,12,Saturday,1
2016-11-13,2016,4,11,November,45,13,Sunday,1
2016-11-14,2016,4,11,November,46,14,Monday,0
2016-11-15,2016,4,11,November,46,15,Tuesday,0
2016-11-16,2016,4,11,November,46,16,Wednesday,0
2016-11-17,2016,4,11,November,46,17,Thursday,0
2016-11-18,2016,4,11,November,46,18,Friday,0
2016-11-19,2016,4,11,November,46,19,Saturday,1
2016-11-20,2016,4,11,November,46,20,Sunday,1
2016-11-21,2016,4,11,November,47,21,Monday,0
2016-11-22,2016,4,11,November,47,22,Tuesday,0
2016-11-23,2016,4,11,November,47,23,Wednesday,0
2016-11-24,2016,4,11,November,47,24,Thursday,0
2016-11-25,2016,4,11,November,47,25,Friday,0
2016-11-26,2016,4,11,November,47,26,Saturday,1
2016-11-27,2016,4,11,November,47,27,Sunday,1
2016-11-28,2016,4,11,November,48,28,Monday,0
2016-11-29,2016,4,11,November,48,29,Tuesday,0
2016-11-30,2016,4,11,November,48,30,Wednesday,0
2016-12-01,2016,4,12,December,48,1,Thursday,0
2016-12-02,2016,4,12,December,48,2,Friday,0
2016-12-03,2016,4,12,December,48,3,Saturday,1
2016-12-04,2016,4,12,December,48,4,Sunday,1
2016-12-05,2016,4,12,December,49,5,Monday,0
2016-12-06,2016,4,12,December,49,6,Tuesday,0
2016-12-07,2016,4,12,December,49,7,Wednesday,0
2016-12-08,2016,4,12,December,49,8,Thursday,0
2016-12-09,2016,4,12,December,49,9,Friday,0
2016-12-10,2016,4,12,December,49,10,Saturday,1
2016-12-11,2016,4,12,December,49,11,Sunday,1
2016-12-12,2016,4,12,December,50,12,Monday,0
2016-12-13,2016,4,12,December,50,13,Tuesday,0
2016-12-14,2016,4,12,December,50,14,Wednesday,0
2016-12-15,2016,4,12,December,50,15,Thursday,0
2016-12-16,2016,4,12,December,50,16,Friday,0
2016-12-17,2016,4,12,December,50,17,Saturday,1
2016-12-18,2016,4,12,December,50,18,Sunday,1
2016-12-19,2016,4,12,December,51,19,Monday,0
2016-12-20,2016,4,12,December,51,20,Tuesday,0
2016-12-21,2016,4,12,December,51,21,Wednesday,0
2016-12-22,2016,4,12,December,51,22,Thursday,0
2016-12-23,2016,4,12,December,51,23,Friday,0
2016-12-24,2016,4,12,December,51,24,Saturday,1
2016-12-25,2016,4,12,December,51,25,Sunday,1
2016-12-26,2016,4,12,December,52,26,Monday,0
2016-12-27,2016,4,12,December,52,27,Tuesday,0
2016-12-28,2016,4,12,December,52,28,Wednesday,0
2016-12-29,2016,4,12,December,52,29,Thursday,0
2016-12-30,2016,4,12,December,52,30,Friday,0
2016-12-31,2016,4,12,December,52,31,Saturday,1
2017-01-01,2017,1,1,January,52,1,Sunday,1
2017-01-02,2017,1,1,January,1,2,Monday,0
2017-01-03,2017,1,1,January,1,3,Tuesday,0
2017-01-04,2017,1,1,January,1,4,Wednesday,0
2017-01-05,2017,1,1,January,1,5,Thursday,0
2017-01-06,2017,1,1,January,1,6,Friday,0
2017-01-07,2017,1,1,January,1,7,Saturday,1
2017-01-08,2017,1,1,January,1,8,Sunday,1
2017-01-09,2017,1,1,January,2,9,Monday,0
2017-01-10,2017,1,1,January,2,10,Tuesday,0
2017-01-11,2017,1,1,January,2,11,Wednesday,0
2017-01-12,2017,1,1,January,2,12,Thursday,0
2017-01-13,2017,1,1,January,2,13,Friday,0
2017-01-14,2017,1,1,January,2,14,Saturday,1
2017-01-15,2017,1,1,January,2,15,Sunday,1
2017-01-16,2017,1,1,January,3,16,Monday,0
2017-01-17,2017,1,1,January,3,17,Tuesday,0
2017-01-18,2017,1,1,January,3,18,Wednesday,0
2017-01-19,2017,1,1,January,3,19,Thursday,0
2017-01-20,2017,1,1,January,3,20,Friday,0
2017-01-21,2017,1,1,January,3,21,Saturday,1
2017-01-22,2017,1,1,January,3,22,Sunday,1
2017-01-23,2017,1,1,January,4,23,Monday,0
2017-01-24,2017,1,1,January,4,24,Tuesday,0
2017-01-25,2017,1,1,January,4,25,Wednesday,0
2017-01-26,2017,1,1,January,4,26,Thursday,0
2017-01-27,2017,1,1,January,4,27,Friday,0
2017-01-28,2017,1,1,January,4,28,Saturday,1
2017-01-29,2017,1,1,January,4,29,Sunday,1
2017-01-30,2017,1,1,January,5,30,Monday,0
2017-01-31,2017,1,1,January,5,31,Tuesday,0
2017-02-01,2017,1,2,February,5,1,Wednesday,0
2017-02-02,2017,1,2,February,5,2,Thursday,0
2017-02-03,2017,1,2,February,5,3,Friday,0
2017-02-04,2017,1,2,February,5,4,Saturday,1
2017-02-05,2017,1,2,February,5,5,Sunday,1
2017-02-06,2017,1,2,February,6,6,Monday,0
2017-02-07,2017,1,2,February,6,7,Tuesday,0
2017-02-08,2017,1,2,February,6,8,Wednesday,0
2017-02-09,2017,1,2,February,6,9,Thursday,0
2017-02-10,2017,1,2,February,6,10,Friday,0
2017-02-11,2017,1,2,February,6,11,Saturday,1
2017-02-12,2017,1,2,February,6,12,Sunday,1
2017-02-13,2017,1,2,February,7,13,Monday,0
2017-02-14,2017,1,2,February,7,14,Tuesday,0
2017-02-15,2017,1,2,February,7,15,Wednesday,0
2017-02-16,2017,1,2,February,7,16,Thursday,0
2017-02-17,2017,1,2,February,7,17,Friday,0
2017-02-18,2017,1,2,February,7,18,Saturday,1
2017-02-19,2017,1,2,February,7,19,Sunday,1
2017-02-20,2017,1,2,February,8,20,Monday,0
2017-02-21,2017,1,2,February,8,21,Tuesday,0
2017-02-22,2017,1,2,February,8,22,Wednesday,0
2017-02-23,2017,1,2,February,8,23,Thursday,0
2017-02-24,2017,1,2,February,8,24,Friday,0
2017-02-25,2017,1,2,February,8,25,Saturday,1
2017-02-26,2017,1,2,February,8,26,Sunday,1
2017-02-27,2017,1,2,February,9,27,Monday,0
2017-02-28,2017,1,2,February,9,28,Tuesday,0
2017-03-01,2017,1,3,March,9,1,Wednesday,0
2017-03-02,2017,1,3,March,9,2,Thursday,0
2017-03-03,2017,1,3,March,9,3,Friday,0
2017-03-04,2017,1,3,March,9,4,Saturday,1
2017-03-05,2017,1,3,March,9,5,Sunday,1
2017-03-06,2017,1,3,March,10,6,Monday,0
2017-03-07,2017,1,3,March,10,7,Tuesday,0
2017-03-08,2017,1,3,March,10,8,Wednesday,0
2017-03-09,2017,1,3,March,10,9,Thursday,0
2017-03-10,2017,1,3,March,10,10,Friday,0
2017-03-11,2017,1,3,March,10,11,Saturday,1
2017-03-12,2017,1,3,March,10,12,Sunday,1
2017-03-13,2017,1,3,March,11,13,Monday,0
2017-03-14,2017,1,3,March,11,14,Tuesday,0
2017-03-15,2017,1,3,March,11,15,Wednesday,0
2017-03-16,2017,1,3,March,11,16,Thursday,0
2017-03-17,2017,1,3,March,11,17,Friday,0
2017-03-18,2017,1,3,March,11,18,Saturday,1
2017-03-19,2017,1,3,March,11,19,Sunday,1
2017-03-20,2017,1,3,March,12,20,Monday,0
2017-03-21,2017,1,3,March,12,21,Tuesday,0
2017-03-22,2017,1,3,March,12,22,Wednesday,0
2017-03-23,2017,1,3,March,12,23,Thursday,0
2017-03-24,2017,1,3,March,12,24,Friday,0
2017-03-25,2017,1,3,March,12,25,Saturday,1
2017-03-26,2017,1,3,March,12,26,Sunday,1
2017-03-27,2017,1,3,March,13,27,Monday,0
2017-03-28,2017,1,3,March,13,28,Tuesday,0
2017-03-29,2017,1,3,March,13,29,Wednesday,0
2017-03-30,2017,1,3,March,13,30,Thursday,0
2017-03-31,2017,1,3,March,13,31,Friday,0
2017-04-01,2017,2,4,April,13,1,Saturday,1
2017-04-02,2017,2,4,April,13,2,Sunday,1
2017-04-03,2017,2,4,April,14,3,Monday,0
2017-04-04,2017,2,4,April,14,4,Tuesday,0
2017-04-05,2017,2,4,April,14,5,Wednesday,0
2017-04-06,2017,2,4,April,14,6,Thursday,0
2017-04-07,2017,2,4,April,14,7,Friday,0
2017-04-08,2017,2,4,April,14,8,Saturday,1
2017-04-09,2017,2,4,April,14,9,Sunday,1
2017-04-10,2017,2,4,April,15,10,Monday,0
2017-04-11,2017,2,4,April,15,11,Tuesday,0
2017-04-12,2017,2,4,April,15,12,Wednesday,0
2017-04-13,2017,2,4,April,15,13,Thursday,0
2017-04-14,2017,2,4,April,15,14,Friday,0
2017-04-15,2017,2,4,April,15,15,Saturday,1
2017-04-16,2017,2,4,April,15,16,Sunday,1
2017-04-17,2017,2,4,April,16,17,Monday,0
2017-04-18,2017,2,4,April,16,18,Tuesday,0
2017-04-19,2017,2,4,April,16,19,Wednesday,0
2017-04-20,2017,2,4,April,16,20,Thursday,0
2017-04-21,2017,2,4,April,16,21,Friday,0
2017-04-22,2017,2,4,April,16,22,Saturday,1
2017-04-23,2017,2,4,April,16,23,Sunday,1
2017-04-24,2017,2,4,April,17,24,Monday,0
2017-04-25,2017,2,4,April,17,25,Tuesday,0
2017-04-26,2017,2,4,April,17,26,Wednesday,0
2017-04-27,2017,2,4,April,17,27,Thursday,0
2017-04-28,2017,2,4,April,17,28,Friday,0
2017-04-29,2017,2,4,April,17,29,Saturday,1
2017-04-30,2017,2,4,April,17,30,Sunday,1
2017-05-01,2017,2,5,May,18,1,Monday,0
2017-05-02,2017,2,5,May,18,2,Tuesday,0
2017-05-03,2017,2,5,May,18,3,Wednesday,0
2017-05-04,2017,2,5,May,18,4,Thursday,0
2017-05-05,2017,2,5,May,18,5,Friday,0
2017-05-06,2017,2,5,May,18,6,Saturday,1
2017-05-07,2017,2,5,May,18,7,Sunday,1
2017-05-08,2017,2,5,May,19,8,Monday,0
2017-05-09,2017,2,5,May,19,9,Tuesday,0
2017-05-10,2017,2,5,May,19,10,Wednesday,0
2017-05-11,2017,2,5,May,19,11,Thursday,0
2017-05-12,2017,2,5,May,19,12,Friday,0
2017-05-13,2017,2,5,May,19,13,Saturday,1
2017-05-14,2017,2,5,May,19,14,Sunday,1
2017-05-15,2017,2,5,May,20,15,Monday,0
2017-05-16,2017,2,5,May,20,16,Tuesday,0
2017-05-17,2017,2,5,May,20,17,Wednesday,0
2017-05-18,2017,2,5,May,20,18,Thursday,0
2017-05-19,2017,2,5,May,20,19,Friday,0
2017-05-20,2017,2,5,May,20,20,Saturday,1
2017-05-21,2017,2,5,May,20,21,Sunday,1
2017-05-22,2017,2,5,May,21,22,Monday,0
2017-05-23,2017,2,5,May,21,23,Tuesday,0
2017-05-24,2017,2,5,May,21,24,Wednesday,0
2017-05-25,2017,2,5,May,21,25,Thursday,0
2017-05-26,2017,2,5,May,21,26,Friday,0
2017-05-27,2017,2,5,May,21,27,Saturday,1
2017-05-28,2017,2,5,May,21,28,Sunday,1
2017-05-29,2017,2,5,May,22,29,Monday,0
2017-05-30,2017,2,5,May,22,30,Tuesday,0
2017-05-31,2017,2,5,May,22,31,Wednesday,0
2017-06-01,2017,2,6,June,22,1,Thursday,0
2017-06-02,2017,2,6,June,22,2,Friday,0
2017-06-03,2017,2,6,June,22,3,Saturday,1
2017-06-04,2017,2,6,June,22,4,Sunday,1
2017-06-05,2017,2,6,June,23,5,Monday,0
2017-06-06,2017,2,6,June,23,6,Tuesday,0
2017-06-07,2017,2,6,June,23,7,Wednesday,0
2017-06-08,2017,2,6,June,23,8,Thursday,0
2017-06-09,2017,2,6,June,23,9,Friday,0
2017-06-10,2017,2,6,June,23,10,Saturday,1
2017-06-11,2017,2,6,June,23,11,Sunday,1
2017-06-12,2017,2,6,June,24,12,Monday,0
2017-06-13,2017,2,6,June,24,13,Tuesday,0
2017-06-14,2017,2,6,June,24,14,Wednesday,0
2017-06-15,2017,2,6,June,24,15,Thursday,0
2017-06-16,2017,2,6,June,24,16,Friday,0
2017-06-17,2017,2,6,June,24,17,Saturday,1
2017-06-18,2017,2,6,June,24,18,Sunday,1
2017-06-19,2017,2,6,June,25,19,Monday,0
2017-06-20,2017,2,6,June,25,20,Tuesday,0
2017-06-21,2017,2,6,June,25,21,Wednesday,0
2017-06-22,2017,2,6,June,25,22,Thursday,0
2017-06-23,2017,2,6,June,25,23,Friday,0
2017-06-24,2017,2,6,June,25,24,Saturday,1
2017-06-25,2017,2,6,June,25,25,Sunday,1
2017-06-26,2017,2,6,June,26,26,Monday,0
2017-06-27,2017,2,6,June,26,27,Tuesday,0
2017-06-28,2017,2,6,June,26,28,Wednesday,0
2017-06-29,2017,2,6,June,26,29,Thursday,0
2017-06-30,2017,2,6,June,26,30,Friday,0
2017-07-01,2017,3,7,July,26,1,Saturday,1
2017-07-02,2017,3,7,July,26,2,Sunday,1
2017-07-03,2017,3,7,July,27,3,Monday,0
2017-07-04,2017,3,7,July,27,4,Tuesday,0
2017-07-05,2017,3,7,July,27,5,Wednesday,0
2017-07-06,2017,3,7,July,27,6,Thursday,0
2017-07-07,2017,3,7,July,27,7,Friday,0
2017-07-08,2017,3,7,July,27,8,Saturday,1
2017-07-09,2017,3,7,July,27,9,Sunday,1
2017-07-10,2017,3,7,July,28,10,Monday,0
2017-07-11,2017,3,7,July,28,11,Tuesday,0
2017-07-12,2017,3,7,July,28,12,Wednesday,0
2017-07-13,2017,3,7,July,28,13,Thursday,0
2017-07-14,2017,3,7,July,28,14,Friday,0
2017-07-15,2017,3,7,July,28,15,Saturday,1
2017-07-16,2017,3,7,July,28,16,Sunday,1
2017-07-17,2017,3,7,July,29,17,Monday,0
2017-07-18,2017,3,7,July,29,18,Tuesday,0
2017-07-19,2017,3,7,July,29,19,Wednesday,0
2017-07-20,2017,3,7,July,29,20,Thursday,0
2017-07-21,2017,3,7,July,29,21,Friday,0
2017-07-22,2017,3,7,July,29,22,Saturday,1
2017-07-23,2017,3,7,July,29,23,Sunday,1
2017-07-24,2017,3,7,July,30,24,Monday,0
2017-07-25,2017,3,7,July,30,25,Tuesday,0
2017-07-26,2017,3,7,July,30,26,Wednesday,0
2017-07-27,2017,3,7,July,30,27,Thursday,0
2017-07-28,2017,3,7,July,30,28,Friday,0
2017-07-29,2017,3,7,July,30,29,Saturday,1
2017-07-30,2017,3,7,July,30,30,Sunday,1
2017-07-31,2017,3,7,July,31,31,Monday,0
2017-08-01,2017,3,8,August,31,1,Tuesday,0
2017-08-02,2017,3,8,August,31,2,Wednesday,0
2017-08-03,2017,3,8,August,31,3,Thursday,0
2017-08-04,2017,3,8,August,31,4,Friday,0
2017-08-05,2017,3,8,August,31,5,Saturday,1
2017-08-06,2017,3,8,August,31,6,Sunday,1
2017-08-07,2017,3,8,August,32,7,Monday,0
2017-08-08,2017,3,8,August,32,8,Tuesday,0
2017-08-09,2017,3,8,August,32,9,Wednesday,0
2017-08-10,2017,3,8,August,32,10,Thursday,0
2017-08-11,2017,3,8,August,32,11,Friday,0
2017-08-12,2017,3,8,August,32,12,Saturday,1
2017-08-13,2017,3,8,August,32,13,Sunday,1
2017-08-14,2017,3,8,August,33,14,Monday,0
2017-08-15,2017,3,8,August,33,15,Tuesday,0
2017-08-16,2017,3,8,August,33,16,Wednesday,0
2017-08-17,2017,3,8,August,33,17,Thursday,0
2017-08-18,2017,3,8,August,33,18,Friday,0
2017-08-19,2017,3,8,August,33,19,Saturday,1
2017-08-20,2017,3,8,August,33,20,Sunday,1
2017-08-21,2017,3,8,August,34,21,Monday,0
2017-08-22,2017,3,8,August,34,22,Tuesday,0
2017-08-23,2017,3,8,August,34,23,Wednesday,0
2017-08-24,2017,3,8,August,34,24,Thursday,0
2017-08-25,2017,3,8,August,34,25,Friday,0
2017-08-26,2017,3,8,August,34,26,Saturday,1
2017-08-27,2017,3,8,August,34,27,Sunday,1
2017-08-28,2017,3,8,August,35,28,Monday,0
2017-08-29,2017,3,8,August,35,29,Tuesday,0
2017-08-30,2017,3,8,August,35,30,Wednesday,0
2017-08-31,2017,3,8,August,35,31,Thursday,0
2017-09-01,2017,3,9,September,35,1,Friday,0
2017-09-02,2017,3,9,September,35,2,Saturday,1
2017-09-03,2017,3,9,September,35,3,Sunday,1
2017-09-04,2017,3,9,September,36,4,Monday,0
2017-09-05,2017,3,9,September,36,5,Tuesday,0
2017-09-06,2017,3,9,September,36,6,Wednesday,0
2017-09-07,2017,3,9,September,36,7,Thursday,0
2017-09-08,2017,3,9,September,36,8,Friday,0
2017-09-09,2017,3,9,September,36,9,Saturday,1
2017-09-10,2017,3,9,September,36,10,Sunday,1
2017-09-11,2017,3,9,September,37,11,Monday,0
2017-09-12,2017,3,9,September,37,12,Tuesday,0
2017-09-13,2017,3,9,September,37,13,Wednesday,0
2017-09-14,2017,3,9,September,37,14,Thursday,0
2017-09-15,2017,3,9,September,37,15,Friday,0
2017-09-16,2017,3,9,September,37,16,Saturday,1
2017-09-17,2017,3,9,September,37,17,Sunday,1
2017-09-18,2017,3,9,September,38,18,Monday,0
2017-09-19,2017,3,9,September,38,19,Tuesday,0
2017-09-20,2017,3,9,September,38,20,Wednesday,0
2017-09-21,2017,3,9,September,38,21,Thursday,0
2017-09-22,2017,3,9,September,38,22,Friday,0
2017-09-23,2017,3,9,September,38,23,Saturday,1
2017-09-24,2017,3,9,September,38,24,Sunday,1
2017-09-25,2017,3,9,September,39,25,Monday,0
2017-09-26,2017,3,9,September,39,26,Tuesday,0
2017-09-27,2017,3,9,September,39,27,Wednesday,0
2017-09-28,2017,3,9,September,39,28,Thursday,0
2017-09-29,2017,3,9,September,39,29,Friday,0
2017-09-30,2017,3,9,September,39,30,Saturday,1
2017-10-01,2017,4,10,October,39,1,Sunday,1
2017-10-02,2017,4,10,October,40,2,Monday,0
2017-10-03,2017,4,10,October,40,3,Tuesday,0
2017-10-04,2017,4,10,October,40,4,Wednesday,0
2017-10-05,2017,4,10,October,40,5,Thursday,0
2017-10-06,2017,4,10,October,40,6,Friday,0
2017-10-07,2017,4,10,October,40,7,Saturday,1
2017-10-08,2017,4,10,October,40,8,Sunday,1
2017-10-09,2017,4,10,October,41,9,Monday,0
2017-10-10,2017,4,10,October,41,10,Tuesday,0
2017-10-11,2017,4,10,October,41,11,Wednesday,0
2017-10-12,2017,4,10,October,41,12,Thursday,0
2017-10-13,2017,4,10,October,41,13,Friday,0
2017-10-14,2017,4,10,October,41,14,Saturday,1
2017-10-15,2017,4,10,October,41,15,Sunday,1
2017-10-16,2017,4,10,October,42,16,Monday,0
2017-10-17,2017,4,10,October,42,17,Tuesday,0
2017-10-18,2017,4,10,October,42,18,Wednesday,0
2017-10-19,2017,4,10,October,42,19,Thursday,0
2017-10-20,2017,4,10,October,42,20,Friday,0
2017-10-21,2017,4,10,October,42,21,Saturday,1
2017-10-22,2017,4,10,October,42,22,Sunday,1
2017-10-23,2017,4,10,October,43,23,Monday,0
2017-10-24,2017,4,10,October,43,24,Tuesday,0
2017-10-25,2017,4,10,October,43,25,Wednesday,0
2017-10-26,2017,4,10,October,43,26,Thursday,0
2017-10-27,2017,4,10,October,43,27,Friday,0
2017-10-28,2017,4,10,October,43,28,Saturday,1
2017-10-29,2017,4,10,October,43,29,Sunday,1
2017-10-30,2017,4,10,October,44,30,Monday,0
2017-10-31,2017,4,10,October,44,31,Tuesday,0
2017-11-01,2017,4,11,November,44,1,Wednesday,0
2017-11-02,2017,4,11,November,44,2,Thursday,0
2017-11-03,2017,4,11,November,44,3,Friday,0
2017-11-04,2017,4,11,November,44,4,Saturday,1
2017-11-05,2017,4,11,November,44,5,Sunday,1
2017-11-06,2017,4,11,November,45,6,Monday,0
2017-11-07,2017,4,11,November,45,7,Tuesday,0
2017-11-08,2017,4,11,November,45,8,Wednesday,0
2017-11-09,2017,4,11,November,45,9,Thursday,0
2017-11-10,2017,4,11,November,45,10,Friday,0
2017-11-11,2017,4,11,November,45,11,Saturday,1
2017-11-12,2017,4,11,November,45,12,Sunday,1
2017-11-13,2017,4,11,November,46,13,Monday,0
2017-11-14,2017,4,11,November,46,14,Tuesday,0
2017-11-15,2017,4,11,November,46,15,Wednesday,0
2017-11-16,2017,4,11,November,46,16,Thursday,0
2017-11-17,2017,4,11,November,46,17,Friday,0
2017-11-18,2017,4,11,November,46,18,Saturday,1
2017-11-19,2017,4,11,November,46,19,Sunday,1
2017-11-20,2017,4,11,November,47,20,Monday,0
2017-11-21,2017,4,11,November,47,21,Tuesday,0
2017-11-22,2017,4,11,November,47,22,Wednesday,0
2017-11-23,2017,4,11,November,47,23,Thursday,0
2017-11-24,2017,4,11,November,47,24,Friday,0
2017-11-25,2017,4,11,November,47,25,Saturday,1
2017-11-26,2017,4,11,November,47,26,Sunday,1
2017-11-27,2017,4,11,November,48,27,Monday,0
2017-11-28,2017,4,11,November,48,28,Tuesday,0
2017-11-29,2017,4,11,November,48,29,Wednesday,0
2017-11-30,2017,4,11,November,48,30,Thursday,0
2017-12-01,2017,4,12,December,48,1,Friday,0
2017-12-02,2017,4,12,December,48,2,Saturday,1
2017-12-03,2017,4,12,December,48,3,Sunday,1
2017-12-04,2017,4,12,December,49,4,Monday,0
2017-12-05,2017,4,12,December,49,5,Tuesday,0
2017-12-06,2017,4,12,December,49,6,Wednesday,0
2017-12-07,2017,4,12,December,49,7,Thursday,0
2017-12-08,2017,4,12,December,49,8,Friday,0
2017-12-09,2017,4,12,December,49,9,Saturday,1
2017-12-10,2017,4,12,December,49,10,Sunday,1
2017-12-11,2017,4,12,December,50,11,Monday,0
2017-12-12,2017,4,12,December,50,12,Tuesday,0
2017-12-13,2017,4,12,December,50,13,Wednesday,0
2017-12-14,2017,4,12,December,50,14,Thursday,0
2017-12-15,2017,4,12,December,50,15,Friday,0
2017-12-16,2017,4,12,December,50,16,Saturday,1
2017-12-17,2017,4,12,December,50,17,Sunday,1
2017-12-18,2017,4,12,December,51,18,Monday,0
2017-12-19,2017,4,12,December,51,19,Tuesday,0
2017-12-20,2017,4,12,December,51,20,Wednesday,0
2017-12-21,2017,4,12,December,51,21,Thursday,0
2017-12-22,2017,4,12,December,51,22,Friday,0
2017-12-23,2017,4,12,December,51,23,Saturday,1
2017-12-24,2017,4,12,December,51,24,Sunday,1
2017-12-25,2017,4,12,December,52,25,Monday,0
2017-12-26,2017,4,12,December,52,26,Tuesday,0
2017-12-27,2017,4,12,December,52,27,Wednesday,0
2017-12-28,2017,4,12,December,52,28,Thursday,0
2017-12-29,2017,4,12,December,52,29,Friday,0
2017-12-30,2017,4,12,December,52,30,Saturday,1
