Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Geo ID,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Quarter,Order Day of Week,Year-Quarter,Year-Month,Shipping Days,Profit Margin (%),Revenue Per Unit,Has Discount,Is Profitable,Estimated Cost,Discount Amount
6105,US-2017-132381,2017-08-22,2017-08-24,First Class,Dp-13240,FUR-TA-10002356,307,314.532,2,0.4,-83.8752,2017,8,August,3,Tuesday,2017Q3,2017-08,2,-26.67,157.27,1,0,398.41,209.69
6106,CA-2015-147011,2015-06-18,2015-06-22,Standard Class,HR-14830,OFF-AR-10002399,353,13.632,4,0.2,3.5784,2015,6,June,2,Thursday,2015Q2,2015-06,4,26.25,3.41,1,1,10.05,3.41
6107,CA-2014-120852,2014-12-20,2014-12-25,Standard Class,WB-21850,OFF-AP-10001563,149,19.432,2,0.8,-49.5516,2014,12,December,4,Saturday,2014Q4,2014-12,5,-255.0,9.72,1,0,68.98,77.73
6108,CA-2014-120852,2014-12-20,2014-12-25,Standard Class,WB-21850,TEC-AC-10004510,149,65.44,5,0.2,-8.18,2014,12,December,4,Saturday,2014Q4,2014-12,5,-12.5,13.09,1,0,73.62,16.36
6109,CA-2016-150007,2016-09-11,2016-09-16,Standard Class,AS-10090,OFF-LA-10001982,10,6.0,2,0.2,2.1,2016,9,September,3,Sunday,2016Q3,2016-09,5,35.0,3.0,1,1,3.9,1.5
6110,CA-2016-150007,2016-09-11,2016-09-16,Standard Class,AS-10090,OFF-BI-10004141,10,1.908,3,0.8,-3.2436,2016,9,September,3,Sunday,2016Q3,2016-09,5,-170.0,0.64,1,0,5.15,7.63
6111,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,FUR-CH-10004495,295,1474.802,7,0.3,-21.0686,2016,11,November,4,Saturday,2016Q4,2016-11,4,-1.43,210.69,1,0,1495.87,632.06
6112,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,OFF-AP-10002311,295,110.096,2,0.2,33.0288,2016,11,November,4,Saturday,2016Q4,2016-11,4,30.0,55.05,1,1,77.07,27.52
6113,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,OFF-FA-10000585,295,16.752,6,0.2,5.4444,2016,11,November,4,Saturday,2016Q4,2016-11,4,32.5,2.79,1,1,11.31,4.19
6114,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,FUR-CH-10000454,295,1537.074,9,0.3,0.0,2016,11,November,4,Saturday,2016Q4,2016-11,4,0.0,170.79,1,0,1537.07,658.75
6115,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,SP-20920,FUR-CH-10003746,295,449.372,2,0.3,-12.8392,2016,11,November,4,Saturday,2016Q4,2016-11,4,-2.86,224.69,1,0,462.21,192.59
6116,CA-2016-133802,2016-03-14,2016-03-20,Standard Class,SP-20650,OFF-BI-10003291,522,41.904,6,0.2,14.1426,2016,3,March,1,Monday,2016Q1,2016-03,6,33.75,6.98,1,1,27.76,10.48
6117,US-2016-113677,2016-11-13,2016-11-19,Standard Class,CM-12655,TEC-PH-10002114,266,2279.96,4,0.0,592.7896,2016,11,November,4,Sunday,2016Q4,2016-11,6,26.0,569.99,0,1,1687.17,0.0
6118,US-2016-113677,2016-11-13,2016-11-19,Standard Class,CM-12655,OFF-LA-10001569,266,14.94,3,0.0,6.8724,2016,11,November,4,Sunday,2016Q4,2016-11,6,46.0,4.98,0,1,8.07,0.0
6119,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,TEC-PH-10001425,601,191.976,3,0.2,19.1976,2017,9,September,3,Tuesday,2017Q3,2017-09,6,10.0,63.99,1,1,172.78,47.99
6120,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,OFF-AR-10001915,601,23.832,3,0.2,6.5538,2017,9,September,3,Tuesday,2017Q3,2017-09,6,27.5,7.94,1,1,17.28,5.96
6121,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,FUR-FU-10004864,601,409.216,8,0.2,61.3824,2017,9,September,3,Tuesday,2017Q3,2017-09,6,15.0,51.15,1,1,347.83,102.3
6122,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,FUR-BO-10001972,601,72.588,2,0.7,-128.2388,2017,9,September,3,Tuesday,2017Q3,2017-09,6,-176.67,36.29,1,0,200.83,169.37
6123,CA-2017-152660,2017-12-04,2017-12-09,Standard Class,CB-12415,OFF-ST-10000532,8,61.568,2,0.2,4.6176,2017,12,December,4,Monday,2017Q4,2017-12,5,7.5,30.78,1,1,56.95,15.39
6124,CA-2015-142139,2015-08-31,2015-09-05,Standard Class,SD-20485,OFF-PA-10003883,131,20.96,4,0.2,6.812,2015,8,August,3,Monday,2015Q3,2015-08,5,32.5,5.24,1,1,14.15,5.24
6125,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,TEC-AC-10003038,498,44.75,5,0.0,8.5025,2017,6,June,2,Saturday,2017Q2,2017-06,4,19.0,8.95,0,1,36.25,0.0
6126,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,OFF-PA-10001593,498,11.96,2,0.0,5.382,2017,6,June,2,Saturday,2017Q2,2017-06,4,45.0,5.98,0,1,6.58,0.0
6127,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,SS-20140,OFF-BI-10002049,498,3.912,1,0.2,1.2714,2017,6,June,2,Saturday,2017Q2,2017-06,4,32.5,3.91,1,1,2.64,0.98
6128,CA-2016-124100,2016-03-31,2016-04-06,Standard Class,EH-13990,FUR-CH-10003817,264,327.996,6,0.1,54.666,2016,3,March,1,Thursday,2016Q1,2016-03,6,16.67,54.67,1,1,273.33,36.44
6129,US-2014-158400,2014-10-25,2014-10-28,First Class,AH-10030,OFF-BI-10002353,532,49.408,4,0.2,18.528,2014,10,October,4,Saturday,2014Q4,2014-10,3,37.5,12.35,1,1,30.88,12.35
6130,CA-2017-162033,2017-03-26,2017-04-02,Standard Class,EM-14200,TEC-AC-10003116,450,53.25,3,0.0,20.7675,2017,3,March,1,Sunday,2017Q1,2017-03,7,39.0,17.75,0,1,32.48,0.0
6131,CA-2017-162033,2017-03-26,2017-04-02,Standard Class,EM-14200,OFF-FA-10003021,450,3.76,2,0.0,1.316,2017,3,March,1,Sunday,2017Q1,2017-03,7,35.0,1.88,0,1,2.44,0.0
6132,CA-2014-163447,2014-12-27,2014-12-31,Standard Class,TB-21190,FUR-CH-10004477,266,767.214,14,0.1,161.9674,2014,12,December,4,Saturday,2014Q4,2014-12,4,21.11,54.8,1,1,605.25,85.25
6133,CA-2017-145737,2017-09-15,2017-09-20,Standard Class,AB-10165,OFF-PA-10001033,434,163.96,5,0.2,59.4355,2017,9,September,3,Friday,2017Q3,2017-09,5,36.25,32.79,1,1,104.52,40.99
6134,CA-2016-148096,2016-08-16,2016-08-19,First Class,AO-10810,FUR-TA-10004152,502,161.28,2,0.2,12.096,2016,8,August,3,Tuesday,2016Q3,2016-08,3,7.5,80.64,1,1,149.18,40.32
6135,CA-2016-146766,2016-11-04,2016-11-04,Same Day,TT-21220,OFF-AR-10002135,473,192.8,4,0.0,55.912,2016,11,November,4,Friday,2016Q4,2016-11,0,29.0,48.2,0,1,136.89,0.0
6136,CA-2015-105613,2015-10-18,2015-10-22,Standard Class,KN-16705,TEC-AC-10000521,165,27.696,3,0.2,3.462,2015,10,October,4,Sunday,2015Q4,2015-10,4,12.5,9.23,1,1,24.23,6.92
6137,CA-2015-105613,2015-10-18,2015-10-22,Standard Class,KN-16705,OFF-AP-10000026,165,73.164,6,0.8,-186.5682,2015,10,October,4,Sunday,2015Q4,2015-10,4,-255.0,12.19,1,0,259.73,292.66
6138,US-2016-142251,2016-10-31,2016-11-04,Second Class,FO-14305,OFF-PA-10002986,343,32.064,6,0.2,11.2224,2016,10,October,4,Monday,2016Q4,2016-10,4,35.0,5.34,1,1,20.84,8.02
6139,CA-2014-131247,2014-03-30,2014-04-04,Standard Class,GA-14725,FUR-BO-10001337,534,205.666,2,0.15,-12.098,2014,3,March,1,Sunday,2014Q1,2014-03,5,-5.88,102.83,1,0,217.76,36.29
6140,US-2015-113593,2015-04-18,2015-04-20,First Class,NC-18415,OFF-ST-10000532,542,115.44,3,0.0,30.0144,2015,4,April,2,Saturday,2015Q2,2015-04,2,26.0,38.48,0,1,85.43,0.0
6141,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,JF-15190,OFF-PA-10001497,199,274.8,5,0.0,134.652,2017,7,July,3,Sunday,2017Q3,2017-07,6,49.0,54.96,0,1,140.15,0.0
6142,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,JF-15190,OFF-ST-10002554,199,195.64,4,0.0,3.9128,2017,7,July,3,Sunday,2017Q3,2017-07,6,2.0,48.91,0,1,191.73,0.0
6143,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,JF-15190,TEC-PH-10001336,199,257.98,2,0.0,74.8142,2017,7,July,3,Sunday,2017Q3,2017-07,6,29.0,128.99,0,1,183.17,0.0
6144,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,JF-15190,OFF-AR-10002987,199,119.04,6,0.0,48.8064,2017,7,July,3,Sunday,2017Q3,2017-07,6,41.0,19.84,0,1,70.23,0.0
6145,CA-2017-151190,2017-06-27,2017-07-01,Standard Class,GT-14710,OFF-PA-10000575,112,20.07,3,0.0,9.2322,2017,6,June,2,Tuesday,2017Q2,2017-06,4,46.0,6.69,0,1,10.84,0.0
6146,CA-2014-133543,2014-12-22,2014-12-26,Standard Class,KM-16660,OFF-AR-10003394,536,11.76,4,0.0,3.1752,2014,12,December,4,Monday,2014Q4,2014-12,4,27.0,2.94,0,1,8.58,0.0
6147,CA-2017-105130,2017-11-21,2017-11-25,Standard Class,PJ-18835,OFF-AR-10003394,533,11.76,4,0.0,3.1752,2017,11,November,4,Tuesday,2017Q4,2017-11,4,27.0,2.94,0,1,8.58,0.0
6148,CA-2017-105130,2017-11-21,2017-11-25,Standard Class,PJ-18835,OFF-BI-10001191,533,40.736,2,0.2,14.7668,2017,11,November,4,Tuesday,2017Q4,2017-11,4,36.25,20.37,1,1,25.97,10.18
6149,CA-2016-161928,2016-06-27,2016-06-29,Second Class,AC-10660,TEC-PH-10003484,532,201.584,2,0.2,12.599,2016,6,June,2,Monday,2016Q2,2016-06,2,6.25,100.79,1,1,188.98,50.4
6150,CA-2017-101322,2017-12-28,2017-12-31,First Class,JG-15310,FUR-CH-10003968,497,340.704,6,0.2,-34.0704,2017,12,December,4,Thursday,2017Q4,2017-12,3,-10.0,56.78,1,0,374.77,85.18
6151,US-2016-106600,2016-04-08,2016-04-11,First Class,RM-19375,FUR-BO-10001608,373,354.9,5,0.0,88.725,2016,4,April,2,Friday,2016Q2,2016-04,3,25.0,70.98,0,1,266.17,0.0
6152,CA-2014-111871,2014-03-18,2014-03-21,Second Class,EK-13795,FUR-BO-10004218,534,1198.33,10,0.15,70.49,2014,3,March,1,Tuesday,2014Q1,2014-03,3,5.88,119.83,1,1,1127.84,211.47
6153,CA-2017-139437,2017-07-03,2017-07-08,Standard Class,RD-19585,OFF-ST-10002485,501,87.92,4,0.0,0.8792,2017,7,July,3,Monday,2017Q3,2017-07,5,1.0,21.98,0,1,87.04,0.0
6154,CA-2017-151484,2017-04-20,2017-04-23,First Class,CV-12805,FUR-FU-10001876,306,51.968,2,0.2,10.3936,2017,4,April,2,Thursday,2017Q2,2017-04,3,20.0,25.98,1,1,41.57,12.99
6155,CA-2017-151484,2017-04-20,2017-04-23,First Class,CV-12805,OFF-ST-10002370,306,51.336,3,0.2,5.7753,2017,4,April,2,Thursday,2017Q2,2017-04,3,11.25,17.11,1,1,45.56,12.83
6156,CA-2017-151484,2017-04-20,2017-04-23,First Class,CV-12805,OFF-ST-10000142,306,332.704,1,0.2,33.2704,2017,4,April,2,Thursday,2017Q2,2017-04,3,10.0,332.7,1,1,299.43,83.18
6157,CA-2017-151484,2017-04-20,2017-04-23,First Class,CV-12805,FUR-FU-10004671,306,42.408,3,0.2,9.5418,2017,4,April,2,Thursday,2017Q2,2017-04,3,22.5,14.14,1,1,32.87,10.6
6158,CA-2016-104150,2016-08-03,2016-08-05,Second Class,AG-10330,OFF-EN-10002504,120,81.54,3,0.0,38.3238,2016,8,August,3,Wednesday,2016Q3,2016-08,2,47.0,27.18,0,1,43.22,0.0
6159,CA-2016-104150,2016-08-03,2016-08-05,Second Class,AG-10330,TEC-AC-10004803,120,167.28,12,0.0,23.4192,2016,8,August,3,Wednesday,2016Q3,2016-08,2,14.0,13.94,0,1,143.86,0.0
6160,CA-2016-161025,2016-12-03,2016-12-09,Standard Class,GM-14440,OFF-ST-10001932,500,772.68,4,0.0,108.1752,2016,12,December,4,Saturday,2016Q4,2016-12,6,14.0,193.17,0,1,664.5,0.0
6161,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,TEC-PH-10004667,348,323.976,3,0.2,28.3479,2014,3,March,1,Wednesday,2014Q1,2014-03,2,8.75,107.99,1,1,295.63,80.99
6162,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,OFF-LA-10000443,348,11.808,4,0.2,3.9852,2014,3,March,1,Wednesday,2014Q1,2014-03,2,33.75,2.95,1,1,7.82,2.95
6163,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,OFF-ST-10000918,348,26.16,3,0.2,1.962,2014,3,March,1,Wednesday,2014Q1,2014-03,2,7.5,8.72,1,1,24.2,6.54
6164,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,OFF-BI-10001196,348,33.57,5,0.7,-25.737,2014,3,March,1,Wednesday,2014Q1,2014-03,2,-76.67,6.71,1,0,59.31,78.33
6165,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,FUR-FU-10003981,348,4.992,3,0.2,1.3728,2014,3,March,1,Wednesday,2014Q1,2014-03,2,27.5,1.66,1,1,3.62,1.25
6166,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,FUR-FU-10002508,348,20.016,3,0.2,5.5044,2014,3,March,1,Wednesday,2014Q1,2014-03,2,27.5,6.67,1,1,14.51,5.0
6167,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,TEC-AC-10002647,348,170.24,2,0.2,53.2,2014,3,March,1,Wednesday,2014Q1,2014-03,2,31.25,85.12,1,1,117.04,42.56
6168,CA-2015-142433,2015-04-20,2015-04-25,Standard Class,ES-14020,OFF-PA-10002377,156,117.456,3,0.2,44.046,2015,4,April,2,Monday,2015Q2,2015-04,5,37.5,39.15,1,1,73.41,29.36
6169,CA-2015-132815,2015-09-19,2015-09-22,Second Class,RW-19540,OFF-PA-10004530,503,22.96,2,0.0,11.2504,2015,9,September,3,Saturday,2015Q3,2015-09,3,49.0,11.48,0,1,11.71,0.0
6170,CA-2014-101266,2014-08-27,2014-08-30,Second Class,MM-17920,OFF-PA-10002986,448,13.36,2,0.0,6.4128,2014,8,August,3,Wednesday,2014Q3,2014-08,3,48.0,6.68,0,1,6.95,0.0
6171,CA-2016-141523,2016-12-19,2016-12-24,Second Class,MH-17440,OFF-BI-10000948,265,34.248,3,0.2,11.5587,2016,12,December,4,Monday,2016Q4,2016-12,5,33.75,11.42,1,1,22.69,8.56
6172,CA-2016-141523,2016-12-19,2016-12-24,Second Class,MH-17440,OFF-AR-10001545,265,3.52,2,0.0,1.0208,2016,12,December,4,Monday,2016Q4,2016-12,5,29.0,1.76,0,1,2.5,0.0
6173,US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,OFF-BI-10001758,108,26.7,5,0.0,12.549,2014,8,August,3,Saturday,2014Q3,2014-08,6,47.0,5.34,0,1,14.15,0.0
6174,US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,TEC-AC-10003237,108,21.2,2,0.0,9.116,2014,8,August,3,Saturday,2014Q3,2014-08,6,43.0,10.6,0,1,12.08,0.0
6175,US-2014-106299,2014-08-02,2014-08-08,Standard Class,NZ-18565,OFF-ST-10002011,108,838.38,2,0.0,226.3626,2014,8,August,3,Saturday,2014Q3,2014-08,6,27.0,419.19,0,1,612.02,0.0
6176,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,FUR-CH-10000309,418,1690.04,4,0.0,422.51,2015,9,September,3,Monday,2015Q3,2015-09,5,25.0,422.51,0,1,1267.53,0.0
6177,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,OFF-ST-10002444,418,85.96,7,0.0,24.0688,2015,9,September,3,Monday,2015Q3,2015-09,5,28.0,12.28,0,1,61.89,0.0
6178,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,OFF-EN-10001453,418,121.96,2,0.0,57.3212,2015,9,September,3,Monday,2015Q3,2015-09,5,47.0,60.98,0,1,64.64,0.0
6179,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,OFF-PA-10001801,418,23.92,4,0.0,11.7208,2015,9,September,3,Monday,2015Q3,2015-09,5,49.0,5.98,0,1,12.2,0.0
6180,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,OFF-ST-10000563,418,63.96,2,0.0,6.396,2015,9,September,3,Monday,2015Q3,2015-09,5,10.0,31.98,0,1,57.56,0.0
6181,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,TEC-PH-10000369,418,629.95,5,0.0,176.386,2015,9,September,3,Monday,2015Q3,2015-09,5,28.0,125.99,0,1,453.56,0.0
6182,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,TEC-PH-10002538,418,113.73,3,0.0,32.9817,2015,9,September,3,Monday,2015Q3,2015-09,5,29.0,37.91,0,1,80.75,0.0
6183,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,OFF-BI-10000050,418,14.6,2,0.0,6.862,2015,9,September,3,Monday,2015Q3,2015-09,5,47.0,7.3,0,1,7.74,0.0
6184,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,GB-14575,OFF-ST-10004186,418,887.84,8,0.0,17.7568,2015,9,September,3,Monday,2015Q3,2015-09,5,2.0,110.98,0,1,870.08,0.0
6185,CA-2016-143609,2016-12-11,2016-12-13,First Class,DB-13270,FUR-CH-10004218,598,403.92,5,0.2,25.245,2016,12,December,4,Sunday,2016Q4,2016-12,2,6.25,80.78,1,1,378.68,100.98
6186,CA-2015-138331,2015-08-07,2015-08-12,Standard Class,JK-15625,OFF-AR-10002952,306,106.8,10,0.2,10.68,2015,8,August,3,Friday,2015Q3,2015-08,5,10.0,10.68,1,1,96.12,26.7
6187,CA-2015-138954,2015-11-15,2015-11-17,First Class,MH-17785,OFF-ST-10003058,265,70.95,3,0.0,20.5755,2015,11,November,4,Sunday,2015Q4,2015-11,2,29.0,23.65,0,1,50.37,0.0
6188,CA-2015-138954,2015-11-15,2015-11-17,First Class,MH-17785,OFF-BI-10003963,265,34.944,6,0.2,11.7936,2015,11,November,4,Sunday,2015Q4,2015-11,2,33.75,5.82,1,1,23.15,8.74
6189,CA-2015-138954,2015-11-15,2015-11-17,First Class,MH-17785,OFF-AR-10001955,265,119.04,6,0.0,35.712,2015,11,November,4,Sunday,2015Q4,2015-11,2,30.0,19.84,0,1,83.33,0.0
6190,CA-2017-157903,2017-04-04,2017-04-08,Standard Class,AM-10705,TEC-PH-10004345,13,383.84,4,0.2,47.98,2017,4,April,2,Tuesday,2017Q2,2017-04,4,12.5,95.96,1,1,335.86,95.96
6191,CA-2016-157259,2016-12-24,2016-12-28,Standard Class,JM-15535,FUR-FU-10003192,265,799.56,9,0.0,207.8856,2016,12,December,4,Saturday,2016Q4,2016-12,4,26.0,88.84,0,1,591.67,0.0
6192,CA-2017-107986,2017-12-13,2017-12-13,Same Day,MW-18220,OFF-ST-10001325,627,31.44,3,0.0,8.4888,2017,12,December,4,Wednesday,2017Q4,2017-12,0,27.0,10.48,0,1,22.95,0.0
6193,CA-2017-104927,2017-12-22,2017-12-26,Standard Class,AG-10330,OFF-PA-10000019,153,25.92,5,0.2,9.072,2017,12,December,4,Friday,2017Q4,2017-12,4,35.0,5.18,1,1,16.85,6.48
6194,CA-2017-104927,2017-12-22,2017-12-26,Standard Class,AG-10330,OFF-BI-10003429,153,6.33,5,0.8,-9.8115,2017,12,December,4,Friday,2017Q4,2017-12,4,-155.0,1.27,1,0,16.14,25.32
6195,CA-2017-104927,2017-12-22,2017-12-26,Standard Class,AG-10330,OFF-PA-10000176,153,75.88,5,0.2,26.558,2017,12,December,4,Friday,2017Q4,2017-12,4,35.0,15.18,1,1,49.32,18.97
6196,CA-2017-113453,2017-10-21,2017-10-28,Standard Class,CM-12160,TEC-PH-10004165,307,329.988,2,0.4,-76.9972,2017,10,October,4,Saturday,2017Q4,2017-10,7,-23.33,164.99,1,0,406.99,219.99
6197,CA-2017-113453,2017-10-21,2017-10-28,Standard Class,CM-12160,OFF-ST-10000352,307,71.376,3,0.2,-4.461,2017,10,October,4,Saturday,2017Q4,2017-10,7,-6.25,23.79,1,0,75.84,17.84
6198,CA-2015-149909,2015-11-13,2015-11-17,Standard Class,RA-19915,OFF-PA-10000726,37,63.77,7,0.0,28.6965,2015,11,November,4,Friday,2015Q4,2015-11,4,45.0,9.11,0,1,35.07,0.0
6199,CA-2015-149909,2015-11-13,2015-11-17,Standard Class,RA-19915,TEC-PH-10001536,37,50.97,3,0.0,13.2522,2015,11,November,4,Friday,2015Q4,2015-11,4,26.0,16.99,0,1,37.72,0.0
6200,CA-2015-149909,2015-11-13,2015-11-17,Standard Class,RA-19915,OFF-PA-10001790,37,96.08,2,0.0,46.1184,2015,11,November,4,Friday,2015Q4,2015-11,4,48.0,48.04,0,1,49.96,0.0
6201,CA-2015-146675,2015-04-16,2015-04-20,Standard Class,SB-20185,TEC-CO-10001766,15,1439.968,4,0.2,485.9892,2015,4,April,2,Thursday,2015Q2,2015-04,4,33.75,359.99,1,1,953.98,359.99
6202,CA-2015-146675,2015-04-16,2015-04-20,Standard Class,SB-20185,TEC-AC-10004396,15,43.56,3,0.2,-4.9005,2015,4,April,2,Thursday,2015Q2,2015-04,4,-11.25,14.52,1,0,48.46,10.89
6203,CA-2016-118332,2016-12-16,2016-12-23,Standard Class,PK-19075,FUR-CH-10001708,467,563.92,5,0.2,7.049,2016,12,December,4,Friday,2016Q4,2016-12,7,1.25,112.78,1,1,556.87,140.98
6204,CA-2016-133669,2016-10-21,2016-10-27,Standard Class,SV-20935,TEC-PH-10001305,279,235.152,8,0.4,-47.0304,2016,10,October,4,Friday,2016Q4,2016-10,6,-20.0,29.39,1,0,282.18,156.77
6205,CA-2017-145660,2017-12-01,2017-12-03,First Class,MG-17650,FUR-FU-10002885,290,7.712,2,0.2,1.7352,2017,12,December,4,Friday,2017Q4,2017-12,2,22.5,3.86,1,1,5.98,1.93
6206,CA-2016-133697,2016-10-20,2016-10-24,Second Class,CM-12445,OFF-PA-10000726,153,51.016,7,0.2,15.9425,2016,10,October,4,Thursday,2016Q4,2016-10,4,31.25,7.29,1,1,35.07,12.75
6207,CA-2016-133697,2016-10-20,2016-10-24,Second Class,CM-12445,OFF-FA-10003112,153,25.248,4,0.2,7.89,2016,10,October,4,Thursday,2016Q4,2016-10,4,31.25,6.31,1,1,17.36,6.31
6208,CA-2016-133697,2016-10-20,2016-10-24,Second Class,CM-12445,FUR-CH-10002372,153,56.686,1,0.3,-14.5764,2016,10,October,4,Thursday,2016Q4,2016-10,4,-25.71,56.69,1,0,71.26,24.29
6209,CA-2017-148138,2017-09-29,2017-10-03,Standard Class,ME-18010,OFF-ST-10000563,290,51.168,2,0.2,-6.396,2017,9,September,3,Friday,2017Q3,2017-09,4,-12.5,25.58,1,0,57.56,12.79
6210,CA-2017-119809,2017-08-18,2017-08-25,Standard Class,YS-21880,OFF-BI-10003925,627,2793.528,9,0.2,942.8157,2017,8,August,3,Friday,2017Q3,2017-08,7,33.75,310.39,1,1,1850.71,698.38
6211,CA-2017-119809,2017-08-18,2017-08-25,Standard Class,YS-21880,OFF-ST-10003306,627,1000.02,7,0.0,290.0058,2017,8,August,3,Friday,2017Q3,2017-08,7,29.0,142.86,0,1,710.01,0.0
6212,CA-2017-119809,2017-08-18,2017-08-25,Standard Class,YS-21880,FUR-FU-10001475,627,65.94,3,0.0,22.4196,2017,8,August,3,Friday,2017Q3,2017-08,7,34.0,21.98,0,1,43.52,0.0
6213,CA-2017-149944,2017-11-12,2017-11-16,Second Class,MB-17305,OFF-FA-10003495,621,18.24,3,0.0,9.12,2017,11,November,4,Sunday,2017Q4,2017-11,4,50.0,6.08,0,1,9.12,0.0
6214,CA-2017-149944,2017-11-12,2017-11-16,Second Class,MB-17305,OFF-AP-10004708,621,76.12,2,0.0,22.0748,2017,11,November,4,Sunday,2017Q4,2017-11,4,29.0,38.06,0,1,54.05,0.0
6215,CA-2014-128538,2014-10-11,2014-10-15,Standard Class,AS-10240,OFF-EN-10001219,521,7.64,1,0.0,3.7436,2014,10,October,4,Saturday,2014Q4,2014-10,4,49.0,7.64,0,1,3.9,0.0
6216,CA-2015-161711,2015-11-28,2015-12-03,Standard Class,MC-17425,FUR-FU-10000087,265,68.16,3,0.0,27.9456,2015,11,November,4,Saturday,2015Q4,2015-11,5,41.0,22.72,0,1,40.21,0.0
6217,CA-2015-161711,2015-11-28,2015-12-03,Standard Class,MC-17425,OFF-EN-10001539,265,62.24,8,0.0,29.2528,2015,11,November,4,Saturday,2015Q4,2015-11,5,47.0,7.78,0,1,32.99,0.0
6218,US-2015-129553,2015-07-27,2015-08-02,Standard Class,PG-18820,TEC-PH-10004897,386,29.97,3,0.0,0.2997,2015,7,July,3,Monday,2015Q3,2015-07,6,1.0,9.99,0,1,29.67,0.0
6219,CA-2016-160220,2016-10-20,2016-10-26,Standard Class,JS-16030,TEC-PH-10001300,85,125.7,6,0.0,35.196,2016,10,October,4,Thursday,2016Q4,2016-10,6,28.0,20.95,0,1,90.5,0.0
6220,CA-2016-160220,2016-10-20,2016-10-26,Standard Class,JS-16030,TEC-PH-10001557,85,191.98,2,0.0,51.8346,2016,10,October,4,Thursday,2016Q4,2016-10,6,27.0,95.99,0,1,140.15,0.0
6221,CA-2016-160220,2016-10-20,2016-10-26,Standard Class,JS-16030,OFF-ST-10000617,85,20.86,7,0.0,1.4602,2016,10,October,4,Thursday,2016Q4,2016-10,6,7.0,2.98,0,1,19.4,0.0
6222,US-2017-157224,2017-09-14,2017-09-18,Second Class,JB-16000,OFF-LA-10000121,502,56.7,9,0.0,26.082,2017,9,September,3,Thursday,2017Q3,2017-09,4,46.0,6.3,0,1,30.62,0.0
6223,CA-2017-140627,2017-12-23,2017-12-27,Standard Class,DK-12985,FUR-FU-10000087,430,72.704,4,0.2,19.0848,2017,12,December,4,Saturday,2017Q4,2017-12,4,26.25,18.18,1,1,53.62,18.18
6224,CA-2017-140627,2017-12-23,2017-12-27,Standard Class,DK-12985,OFF-AR-10000422,430,12.264,7,0.2,1.0731,2017,12,December,4,Saturday,2017Q4,2017-12,4,8.75,1.75,1,1,11.19,3.07
6225,CA-2017-140627,2017-12-23,2017-12-27,Standard Class,DK-12985,OFF-ST-10004123,430,218.352,3,0.2,-54.588,2017,12,December,4,Saturday,2017Q4,2017-12,4,-25.0,72.78,1,0,272.94,54.59
6226,CA-2015-133445,2015-10-05,2015-10-09,Standard Class,JF-15490,FUR-BO-10003660,598,66.294,1,0.7,-103.8606,2015,10,October,4,Monday,2015Q4,2015-10,4,-156.67,66.29,1,0,170.15,154.69
6227,CA-2015-133445,2015-10-05,2015-10-09,Standard Class,JF-15490,FUR-CH-10000422,598,291.168,4,0.2,-14.5584,2015,10,October,4,Monday,2015Q4,2015-10,4,-5.0,72.79,1,0,305.73,72.79
